handle,performance_count,performance_median,performance_mean,performance_min,performance_max,performance_std,accessibility_count,accessibility_median,accessibility_mean,accessibility_min,accessibility_max,accessibility_std,seo_count,seo_median,seo_mean,seo_min,seo_max,seo_std,best_practices_count,best_practices_median,best_practices_mean,best_practices_min,best_practices_max,best_practices_std,performance_color,accessibility_color,seo_color,best_practices_color,performance_rank,accessibility_rank,seo_rank,best_practices_rank
UniNoticias,16,0.365,0.369375,0.23,0.47,0.07835549331944333,16,0.72,0.7218749999999999,0.65,0.74,0.02136000936329382,16,0.97,0.95375,0.76,0.98,0.053898051912847446,16,0.75,0.75,0.75,0.75,0.0,red,orange,green,orange,519.0,992.0,116.0,786.0
UvaldeNews,16,0.11499999999999999,0.11,0.05,0.14,0.022803508501982768,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,0.77,0.77125,0.77,0.79,0.004999999999999984,16,0.75,0.75,0.75,0.75,0.0,red,orange,orange,orange,1018.0,716.0,989.0,786.0
VICENews,16,0.305,0.29375,0.2,0.36,0.049108722918303094,16,0.8,0.833125,0.78,0.89,0.047570123677226926,16,0.92,0.950625,0.92,0.99,0.03586432768085859,16,0.8300000000000001,0.79,0.67,0.8300000000000001,0.05842373946721774,red,orange,green,orange,591.0,814.0,233.0,298.0
VVDailyPress,16,0.84,0.798125,0.41,0.89,0.12687099747381192,16,0.88,0.8775000000000001,0.78,0.89,0.026457513110645897,16,0.92,0.915625,0.85,0.92,0.017500000000000012,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,orange,orange,green,orange,99.0,324.0,233.0,298.0
VanityFair,16,0.17,0.22125,0.14,0.44,0.10904891868637058,16,1.0,1.0,1.0,1.0,0.0,16,0.91,0.88875,0.84,0.92,0.034034296427770255,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,green,green,orange,886.0,1.0,487.0,298.0
Variety,16,0.295,0.30125,0.25,0.37,0.041452784385772344,16,0.72,0.738125,0.72,0.8200000000000001,0.03229422032913425,16,0.77,0.77875,0.77,0.84,0.023909551787239018,16,0.75,0.72875,0.58,0.75,0.058066054340437746,red,orange,orange,orange,609.0,992.0,989.0,786.0
VentureBeat,16,0.475,0.46375,0.34,0.53,0.05302515126491075,16,1.0,0.995,0.98,1.0,0.00894427190999918,16,0.86,0.855625,0.85,0.86,0.005123475382979811,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,red,green,orange,orange,398.0,1.0,675.0,298.0
VotebeatUS,16,0.4,0.386875,0.29,0.48,0.05262683092618569,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,0.91,0.91,0.91,0.91,0.0,16,0.92,0.9031250000000001,0.83,0.92,0.03628015986734348,red,orange,green,green,478.0,716.0,487.0,126.0
WALBNews10,16,0.19,0.184375,0.1,0.29,0.0695671138781345,16,0.86,0.85625,0.84,0.86,0.006191391873668926,16,0.91,0.91,0.91,0.91,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,orange,green,orange,838.0,627.0,487.0,298.0
WBEZ,24,0.335,0.3279166666666667,0.27,0.4,0.03776116784610149,24,1.0,0.9975,0.98,1.0,0.006756639246921744,24,0.98,0.9824999999999999,0.98,0.99,0.004423258684646833,24,0.92,0.92,0.92,0.92,0.0,red,green,green,green,558.0,1.0,68.0,126.0
WBRCnews,16,0.08499999999999999,0.105625,0.07,0.27,0.05189332005823743,16,0.855,0.8525,0.8200000000000001,0.86,0.01064581294844752,16,0.91,0.91,0.91,0.91,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,orange,green,orange,1052.0,667.0,487.0,298.0
WBUR,16,0.38,0.40875,0.27,0.74,0.1194919802050888,16,0.8,0.8,0.8,0.8,0.0,16,0.85,0.84375,0.75,0.85,0.02499999999999999,16,0.92,0.9087500000000001,0.75,1.0,0.05251983752196243,red,orange,orange,green,493.0,814.0,724.0,126.0
WDRBNews,16,0.16,0.150625,0.09,0.17,0.025421447637772324,16,0.88,0.88,0.88,0.88,0.0,16,0.765,0.765,0.76,0.77,0.005163977794943227,16,0.8300000000000001,0.805,0.75,0.8300000000000001,0.038297084310253554,red,orange,orange,orange,923.0,324.0,1028.0,298.0
WFXL,16,0.17,0.150625,0.03,0.19,0.04697073557013984,16,0.85,0.875,0.85,0.95,0.0447213595499958,16,0.91,0.8925000000000001,0.84,0.91,0.031304951684997105,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255894,red,orange,green,orange,886.0,669.0,487.0,298.0
WGNNews,22,0.165,0.16363636363636364,0.15,0.18,0.010486024506776152,22,0.77,0.7727272727272727,0.77,0.79,0.007025001733142107,22,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,3.4262226380941543e-17,22,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,3.4262226380941543e-17,red,orange,orange,orange,919.0,906.0,871.0,298.0
WHAS11,16,0.235,0.220625,0.12,0.33,0.07131795005466716,16,0.81,0.81125,0.81,0.8300000000000001,0.0050000000000000044,16,0.7000000000000001,0.7000000000000001,0.7,0.7000000000000001,4.0539612963254114e-17,16,0.75,0.745,0.67,0.75,0.019999999999999997,red,orange,orange,orange,723.0,774.0,1082.0,786.0
WHYYNews,16,0.235,0.23374999999999999,0.2,0.3,0.02446085307860977,16,0.85,0.85,0.85,0.85,0.0,16,0.61,0.61,0.61,0.61,0.0,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,red,orange,orange,orange,723.0,669.0,1099.0,298.0
WJBF,16,0.17,0.170625,0.15,0.19,0.009287087810503357,16,0.81,0.810625,0.81,0.82,0.0024999999999999753,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,orange,orange,orange,886.0,774.0,871.0,298.0
WKYT,16,0.11,0.113125,0.08,0.15,0.019906029237394384,16,0.84,0.84125,0.81,0.86,0.01360147050873547,16,0.91,0.905625,0.84,0.91,0.01750000000000002,16,0.75,0.755,0.75,0.8300000000000001,0.020000000000000018,red,orange,green,orange,1020.0,699.0,487.0,786.0
WNCN,16,0.16,0.13625,0.08,0.18,0.03930648801406709,16,0.78,0.78625,0.78,0.8,0.00957427107756339,16,0.8300000000000001,0.83125,0.83,0.84,0.003415650255319791,16,0.8300000000000001,0.805,0.75,0.8300000000000001,0.03829708431025355,red,orange,orange,orange,923.0,882.0,871.0,298.0
WNYC,16,0.15,0.143125,0.05,0.17,0.026512575632455376,16,0.92,0.92,0.92,0.92,0.0,16,0.92,0.92,0.92,0.92,0.0,16,0.75,0.74,0.67,0.75,0.027325202042558918,red,green,green,orange,958.0,220.0,233.0,786.0
WNYT,16,0.2,0.1975,0.15,0.24,0.03235222815613582,16,0.78,0.78,0.78,0.78,0.0,16,0.93,0.925625,0.92,0.93,0.005123475382979796,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,orange,green,orange,813.0,882.0,149.0,298.0
WOWT6News,16,0.1,0.09125,0.06,0.12,0.01857417562100671,16,0.84,0.844375,0.84,0.85,0.005123475382979796,16,0.91,0.91,0.91,0.91,0.0,16,0.8300000000000001,0.84125,0.83,0.92,0.030740852297878783,red,orange,green,orange,1035.0,699.0,487.0,298.0
WRDW_WAGT,16,0.09,0.113125,0.07,0.32,0.06549491074376187,16,0.845,0.839375,0.8,0.86,0.018427786989579954,16,0.91,0.91,0.91,0.91,0.0,16,0.75,0.75,0.75,0.75,0.0,red,orange,green,orange,1048.0,696.0,487.0,786.0
WSAV,16,0.16,0.144375,0.08,0.18,0.03898183337573201,16,0.8,0.805,0.8,0.8200000000000001,0.008944271909999134,16,0.8300000000000001,0.8306250000000001,0.83,0.84,0.0024999999999999723,16,0.8300000000000001,0.8150000000000001,0.67,0.8300000000000001,0.043512450325548624,red,orange,orange,orange,923.0,814.0,871.0,298.0
WTOC11,16,0.095,0.10500000000000001,0.07,0.17,0.035213633723318025,16,0.84,0.8375,0.8300000000000001,0.86,0.007745966692414773,16,0.91,0.9137500000000001,0.91,0.92,0.005000000000000014,16,0.8300000000000001,0.8356250000000001,0.83,0.92,0.0225,red,orange,green,orange,1046.0,699.0,487.0,298.0
WTVM,16,0.10500000000000001,0.13,0.07,0.27,0.06011100842053254,16,0.84,0.83875,0.82,0.85,0.00806225774829853,16,0.91,0.91,0.91,0.91,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,orange,green,orange,1032.0,699.0,487.0,298.0
WashTimes,23,0.36,0.3752173913043478,0.28,0.55,0.08151238417997328,23,0.8300000000000001,0.83,0.83,0.8300000000000001,4.099770222620849e-17,23,0.93,0.9178260869565217,0.86,0.93,0.027128737151711317,23,0.75,0.761304347826087,0.67,0.92,0.06283487362821316,red,orange,green,orange,521.0,716.0,149.0,786.0
WeeklyCitizen,16,0.85,0.796875,0.5,0.93,0.14008182132834604,16,0.87,0.860625,0.76,0.88,0.027681221071332814,16,0.92,0.915625,0.85,0.92,0.01750000000000002,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,orange,orange,green,orange,58.0,413.0,233.0,298.0
WiStateJournal,16,0.02,0.030625,0.02,0.12,0.025940637360455637,16,0.81,0.8137500000000001,0.81,0.87,0.014999999999999989,16,0.8300000000000001,0.8343750000000001,0.83,0.9,0.01749999999999999,16,0.8300000000000001,0.825625,0.75,0.92,0.03705289012569287,red,orange,orange,orange,1092.0,774.0,871.0,298.0
WickedLocal,16,0.86,0.799375,0.4,0.87,0.14063990661733722,16,0.88,0.86875,0.76,0.88,0.03008321791298265,16,0.92,0.915625,0.85,0.92,0.01750000000000002,16,0.8300000000000001,0.825625,0.75,0.92,0.03705289012569284,orange,orange,green,orange,25.0,324.0,233.0,298.0
Wonkette,23,0.94,0.8699999999999999,0.58,0.98,0.12420657280221817,23,0.91,0.9047826086956523,0.88,0.91,0.010387739809021069,23,0.9,0.9065217391304349,0.9,0.92,0.008316847989130767,23,1.0,1.0,1.0,1.0,0.0,green,green,green,green,4.0,244.0,588.0,1.0
YCityNewsOnline,16,0.5,0.505,0.45,0.5700000000000001,0.03265986323710906,16,0.74,0.74,0.74,0.74,0.0,16,0.97,0.9724999999999999,0.97,0.98,0.004472135954999589,16,0.92,0.9087500000000001,0.83,0.92,0.030740852297878807,orange,orange,green,green,377.0,969.0,116.0,126.0
YahooFinance,16,0.26,0.264375,0.23,0.29,0.01672074559741082,16,0.95,0.95,0.95,0.95,0.0,16,0.885,0.891875,0.88,1.0,0.029261749776799104,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,green,orange,orange,667.0,139.0,666.0,298.0
YahooNews,31,0.43,0.42903225806451617,0.35,0.53,0.04422328487042978,31,0.87,0.8648387096774193,0.79,0.87,0.019978483049176522,31,0.91,0.9070967741935484,0.9,0.92,0.005884186937375329,31,0.8300000000000001,0.83,0.83,0.8300000000000001,4.0539612963254114e-17,red,orange,green,orange,444.0,413.0,487.0,298.0
YediotAhronot,16,0.98,0.969375,0.84,0.98,0.03492253331780694,16,0.46,0.46,0.46,0.46,0.0,16,0.54,0.54,0.54,0.54,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,green,red,orange,orange,1.0,1099.0,1100.0,298.0
abc3340,16,0.14500000000000002,0.14125000000000001,0.03,0.21,0.04883646178829912,16,0.88,0.905,0.88,0.98,0.0447213595499958,16,0.91,0.8925000000000001,0.84,0.91,0.031304951684997105,16,0.8300000000000001,0.81,0.75,0.8300000000000001,0.035777087639996666,red,orange,green,orange,976.0,324.0,487.0,298.0
abc7breaking,16,0.02,0.0225,0.02,0.03,0.00447213595499958,16,0.7000000000000001,0.6981250000000001,0.67,0.7000000000000001,0.007500000000000003,16,0.78,0.78,0.78,0.78,0.0,16,0.75,0.72,0.67,0.75,0.03999999999999994,red,orange,orange,orange,1092.0,1022.0,977.0,786.0
abc7newsbayarea,16,0.23,0.248125,0.22,0.35,0.04036809796526625,16,0.54,0.5487500000000001,0.54,0.56,0.010246950765959604,16,0.84,0.84,0.84,0.84,0.0,16,0.75,0.75,0.67,0.8300000000000001,0.029211869733608863,red,orange,orange,orange,730.0,1093.0,781.0,786.0
abc_es,16,0.37,0.40625,0.25,0.86,0.1445394986384921,16,0.81,0.8043750000000001,0.72,0.81,0.02250000000000002,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,0.75,0.765,0.75,0.8300000000000001,0.032249030993194226,red,orange,orange,orange,507.0,774.0,871.0,786.0
abcnews,16,0.325,0.350625,0.27,0.51,0.07936991453525279,16,0.87,0.871875,0.86,0.88,0.006551081335677849,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8356250000000001,0.83,0.92,0.022499999999999992,red,orange,green,orange,571.0,413.0,233.0,298.0
abqbizfirst,16,0.235,0.235625,0.19,0.3,0.021899391163530863,16,0.96,0.9624999999999999,0.94,1.0,0.016124515496597113,16,0.89,0.89,0.89,0.89,0.0,16,0.67,0.6587500000000001,0.58,0.67,0.030740852297878825,red,green,orange,orange,723.0,89.0,649.0,979.0
adndotcom,16,0.215,0.234375,0.17,0.37,0.060439363552792856,16,0.77,0.77,0.77,0.77,0.0,16,0.76,0.77375,0.76,0.84,0.029636688973860324,16,0.8300000000000001,0.795,0.75,0.8300000000000001,0.04098780306383841,red,orange,orange,orange,780.0,906.0,1029.0,298.0
agenciabrasil,26,0.215,0.21576923076923077,0.04,0.34,0.084245976849845,26,0.79,0.7684615384615385,0.72,0.79,0.03294751070321494,26,0.85,0.8469230769230769,0.84,0.85,0.004706787243316431,26,0.8300000000000001,0.7961538461538462,0.75,0.8300000000000001,0.04030651789246229,red,orange,orange,orange,780.0,851.0,724.0,298.0
agenciapublica,26,0.375,0.37692307692307697,0.27,0.46,0.04221556402742769,26,0.5700000000000001,0.5807692307692308,0.54,0.63,0.027117975871820046,26,0.74,0.7430769230769231,0.74,0.75,0.004706787243316403,26,0.92,0.92,0.92,0.92,0.0,red,orange,orange,green,506.0,1086.0,1067.0,126.0
airwaysmagazine,16,0.315,0.311875,0.25,0.42,0.04996248592694322,16,0.94,0.94,0.94,0.94,0.0,16,0.74,0.74375,0.74,0.77,0.01024695076595961,16,0.92,0.92,0.92,0.92,0.0,red,green,orange,green,581.0,162.0,1067.0,126.0
ajc,39,0.15,0.14974358974358973,0.12,0.19,0.013472619306770128,39,0.65,0.6453846153846154,0.64,0.65,0.005050353737560787,39,0.84,0.84,0.84,0.84,0.0,39,0.75,0.7376923076923076,0.67,0.75,0.029241421455615646,red,orange,orange,orange,958.0,1061.0,781.0,786.0
alamogordonews,16,0.845,0.74625,0.47,0.88,0.16435226395357824,16,0.87,0.866875,0.86,0.87,0.004787135538781682,16,0.93,0.93,0.93,0.93,0.0,16,0.8300000000000001,0.8356250000000001,0.83,0.92,0.022499999999999996,orange,orange,green,orange,95.0,413.0,149.0,298.0
aldotcom,16,0.25,0.274375,0.25,0.42,0.055253205035243565,16,0.96,0.9612499999999999,0.96,0.98,0.00499999999999998,16,0.84,0.84,0.84,0.84,0.0,16,0.8300000000000001,0.805,0.75,0.8300000000000001,0.03829708431025356,red,green,orange,orange,685.0,89.0,781.0,298.0
alliancereview,16,0.85,0.82,0.48,0.89,0.09521904571390465,16,0.88,0.868125,0.76,0.88,0.029488698400121586,16,0.92,0.915625,0.85,0.92,0.017500000000000012,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,orange,orange,green,orange,58.0,324.0,233.0,298.0
amaBhungane,16,0.45,0.42375,0.24,0.49,0.07003570517957249,16,0.84,0.84,0.84,0.84,0.0,16,0.78,0.776875,0.77,0.78,0.004787135538781735,16,1.0,1.0,1.0,1.0,0.0,red,orange,orange,green,416.0,699.0,977.0,1.0
amarilloglobe,16,0.51,0.609375,0.32,0.86,0.19288921690960328,16,0.87,0.86875,0.86,0.88,0.005000000000000009,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.820625,0.75,0.92,0.04154816482108445,orange,orange,green,orange,372.0,413.0,233.0,298.0
amarujalanews,16,0.28,0.343125,0.24,0.47,0.10222320349770561,16,0.96,0.9512499999999999,0.94,0.96,0.010246950765959608,16,0.9,0.9,0.9,0.9,0.0,16,0.67,0.6637500000000001,0.58,0.75,0.038275318418009276,red,green,green,orange,626.0,89.0,588.0,979.0
amazoniaagencia,26,0.425,0.4269230769230769,0.35,0.55,0.05662290919896157,26,0.94,0.9419230769230769,0.94,0.95,0.004019184762342522,26,0.96,0.9607692307692308,0.96,0.98,0.00392232270276368,26,1.0,0.996923076923077,0.92,1.0,0.015689290811054715,red,green,green,green,451.0,162.0,140.0,1.0
anchoragepress,16,0.17,0.165,0.12,0.19,0.018618986725025252,16,0.88,0.88,0.88,0.88,0.0,16,0.85,0.85,0.85,0.85,0.0,16,0.8300000000000001,0.8250000000000001,0.75,0.8300000000000001,0.020000000000000018,red,orange,orange,orange,886.0,324.0,724.0,298.0
andscape,16,0.23,0.23125,0.21,0.29,0.018574175621006703,16,0.94,0.9412499999999999,0.94,0.96,0.005000000000000008,16,0.965,0.960625,0.89,0.97,0.01948289848388413,16,0.8300000000000001,0.820625,0.75,0.92,0.0415481648210845,red,green,green,orange,730.0,162.0,139.0,298.0
apmreports,16,0.59,0.5825,0.53,0.63,0.03087609647175843,16,0.97,0.97,0.97,0.97,0.0,16,0.99,0.99,0.99,0.99,0.0,16,1.0,0.97875,0.83,1.0,0.058066054340437746,orange,green,green,green,320.0,70.0,37.0,1.0
argusleader,20,0.85,0.76,0.44,0.89,0.17284005383743178,20,0.87,0.8714999999999999,0.86,0.92,0.01225818738210248,20,0.92,0.9200000000000002,0.92,0.92,0.0,20,0.8300000000000001,0.8225000000000001,0.75,0.92,0.03711645967690573,orange,orange,green,orange,58.0,413.0,233.0,298.0
arstechnica,16,0.16,0.164375,0.11,0.21,0.02581181899828061,16,0.81,0.8037500000000001,0.79,0.81,0.009574271077563387,16,0.84,0.840625,0.84,0.85,0.002499999999999996,16,0.75,0.72875,0.58,0.75,0.058066054340437746,red,orange,orange,orange,923.0,774.0,781.0,786.0
arthasarokar,16,0.45999999999999996,0.45437500000000003,0.32,0.53,0.06439138141086895,16,0.8200000000000001,0.8200000000000001,0.82,0.8200000000000001,4.0539612963254114e-17,16,0.76,0.76,0.76,0.76,0.0,16,0.92,0.92,0.92,0.92,0.0,red,orange,orange,green,412.0,748.0,1029.0,126.0
asahi,24,0.2,0.21666666666666667,0.15,0.36,0.04751811248874216,24,0.8,0.8466666666666667,0.8,0.94,0.0674160777280307,24,0.7000000000000001,0.7233333333333333,0.7,0.77,0.033708038864015376,24,0.58,0.5725,0.5,0.67,0.06751811351166377,red,orange,orange,orange,813.0,814.0,1082.0,1067.0
asheville,16,0.85,0.75875,0.43,0.88,0.1648787433236923,16,0.87,0.87125,0.86,0.88,0.006191391873668947,16,0.93,0.93,0.93,0.93,0.0,16,0.8300000000000001,0.825625,0.75,0.92,0.03705289012569287,orange,orange,green,orange,58.0,413.0,149.0,298.0
aspenpubradio,16,0.615,0.593125,0.31,0.77,0.14074652156743817,16,0.97,0.97,0.97,0.97,0.0,16,0.9,0.9,0.9,0.9,0.0,16,1.0,1.0,1.0,1.0,0.0,orange,green,green,green,306.0,70.0,588.0,1.0
atarde,26,0.23,0.22423076923076923,0.16,0.26,0.022480761005460103,26,0.72,0.7234615384615384,0.7000000000000001,0.73,0.006894814104706595,26,0.8200000000000001,0.8200000000000001,0.82,0.8200000000000001,3.845925372767128e-17,26,0.8300000000000001,0.8473076923076923,0.83,0.92,0.03617266286108251,red,orange,orange,orange,730.0,992.0,922.0,298.0
atlblog,23,0.2,0.20130434782608694,0.19,0.23,0.012174618838941859,23,0.96,0.9530434782608694,0.94,0.96,0.009739695071153489,23,0.9,0.9030434782608695,0.9,0.91,0.0047047196889696725,23,0.8300000000000001,0.83,0.83,0.8300000000000001,4.099770222620849e-17,red,green,green,orange,813.0,89.0,588.0,298.0
atlciviccircle,16,0.6900000000000001,0.70625,0.62,0.9,0.07329165482281504,16,0.96,0.955625,0.89,0.96,0.017499999999999988,16,0.91,0.905625,0.84,0.91,0.01750000000000002,16,0.92,0.92,0.92,0.92,0.0,orange,green,green,green,280.0,89.0,487.0,126.0
avherald,16,0.65,0.6587500000000001,0.55,0.81,0.08437021591375321,16,0.76,0.76,0.76,0.76,0.0,16,0.91,0.91,0.91,0.91,0.0,16,0.75,0.75,0.75,0.75,0.0,orange,orange,green,orange,291.0,936.0,487.0,786.0
axios,15,0.25,0.26266666666666666,0.18,0.47,0.06963852245362338,15,0.93,0.93,0.93,0.93,0.0,15,0.93,0.9226666666666666,0.86,0.93,0.01791514389985139,15,0.75,0.75,0.75,0.75,0.0,red,green,green,orange,685.0,189.0,149.0,786.0
azcentral,16,0.84,0.725625,0.42,0.88,0.18359261967737156,16,0.87,0.8475,0.78,0.89,0.03924283374069715,16,0.92,0.889375,0.85,0.92,0.03586432768085863,16,0.8300000000000001,0.83125,0.75,0.92,0.04395072999014543,orange,orange,green,orange,99.0,413.0,233.0,298.0
azds,16,0.03,0.026875,0.02,0.04,0.007041543391425869,16,0.79,0.7975000000000001,0.79,0.81,0.010000000000000087,16,0.84,0.84,0.84,0.84,0.0,16,0.8300000000000001,0.8150000000000001,0.75,0.8300000000000001,0.03224903099319422,red,orange,orange,orange,1086.0,851.0,781.0,298.0
badger_project_,16,0.22,0.22375,0.19,0.29,0.027778888866667545,16,0.88,0.88,0.88,0.88,0.0,16,0.89,0.89,0.89,0.89,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,orange,orange,orange,758.0,324.0,649.0,298.0
baltbeat,16,0.27,0.275,0.23,0.31,0.020330600909302537,16,0.98,0.98125,0.98,1.0,0.004999999999999984,16,0.93,0.93,0.93,0.93,0.0,16,1.0,1.0,1.0,1.0,0.0,red,green,green,green,651.0,27.0,149.0,1.0
baltfishbowl,16,0.4,0.4125,0.32,0.52,0.06027713773341709,16,0.855,0.855,0.8,0.91,0.04226897995772627,16,0.815,0.834375,0.76,0.91,0.07145802963978228,16,0.875,0.875,0.83,0.92,0.046475800154488996,red,orange,orange,orange,478.0,667.0,951.0,294.0
baltimoresun,38,0.11,0.09552631578947368,0.03,0.18,0.04530362245650303,38,0.92,0.9260526315789473,0.92,1.0,0.018532582510520357,38,1.0,0.9852631578947367,0.92,1.0,0.031428756165055326,19,0.67,0.6552631578947369,0.58,0.75,0.0438898141881882,red,green,green,orange,1020.0,220.0,1.0,979.0
bariweiss,23,0.4,0.41695652173913045,0.29,0.61,0.08098455422928137,23,0.71,0.71,0.71,0.71,0.0,23,0.84,0.84,0.84,0.84,0.0,23,1.0,1.0,1.0,1.0,0.0,red,orange,orange,green,478.0,1013.0,781.0,1.0
baynature,16,0.36,0.37,0.31,0.5,0.04575295983139598,16,0.94,0.94,0.94,0.94,0.0,16,0.93,0.93,0.93,0.93,0.0,16,1.0,1.0,1.0,1.0,0.0,red,green,green,green,521.0,162.0,149.0,1.0
bbc,24,0.4,0.3970833333333333,0.29,0.56,0.05841970830841746,24,0.9,0.88875,0.77,0.93,0.047210214443762964,24,0.84,0.8520833333333333,0.84,0.91,0.023586873037987545,24,0.8300000000000001,0.8554166666666667,0.75,1.0,0.0638598442696577,red,green,orange,orange,478.0,269.0,781.0,298.0
bcenquirer,16,0.85,0.795,0.43,0.88,0.14132704388521447,16,0.87,0.870625,0.86,0.92,0.014818344486930143,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,orange,orange,green,orange,58.0,413.0,233.0,298.0
bcn_foundation,16,0.65,0.613125,0.39,0.76,0.08784218804196535,16,0.98,0.98,0.98,0.98,0.0,16,0.9,0.9,0.9,0.9,0.0,16,0.92,0.92,0.92,0.92,0.0,orange,green,green,green,291.0,27.0,588.0,126.0
bctimes,16,0.8300000000000001,0.72875,0.47,0.87,0.17446585148198293,16,0.87,0.870625,0.86,0.88,0.004425306015783921,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.825625,0.75,0.92,0.037052890125692864,orange,orange,green,orange,168.0,413.0,233.0,298.0
beaconjournal,16,0.8250000000000001,0.78125,0.45,0.85,0.11528949070347504,16,0.87,0.85,0.76,0.88,0.04115013163202922,16,0.92,0.9025000000000001,0.85,0.92,0.031304951684997105,16,0.8300000000000001,0.825625,0.75,0.92,0.03705289012569287,orange,orange,green,orange,210.0,413.0,233.0,298.0
bellingcat,24,0.935,0.9383333333333334,0.87,0.99,0.03212295219887196,24,0.89,0.89,0.89,0.89,0.0,24,0.8200000000000001,0.82,0.82,0.8200000000000001,4.009654378048872e-17,24,1.0,1.0,1.0,1.0,0.0,green,orange,orange,green,6.0,291.0,922.0,1.0
belt_magazine,16,0.335,0.346875,0.29,0.42,0.04392702281436033,16,0.89,0.89,0.89,0.89,0.0,16,0.91,0.91,0.91,0.91,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,orange,green,orange,558.0,291.0,487.0,298.0
bfp_news,16,0.835,0.725625,0.43,0.88,0.19424962462426193,16,0.87,0.85625,0.76,0.88,0.03442382895611701,16,0.92,0.91125,0.85,0.92,0.023909551787239084,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,orange,orange,green,orange,155.0,413.0,233.0,298.0
bgdailynews,16,0.165,0.15375,0.08,0.25,0.05548273004578391,16,0.84,0.84375,0.84,0.85,0.005000000000000006,16,0.75,0.75,0.75,0.75,0.0,16,0.75,0.75,0.75,0.75,0.0,red,orange,orange,orange,919.0,699.0,1058.0,786.0
billy_penn,16,0.42,0.450625,0.31,0.62,0.10036392114035135,16,0.88,0.88,0.88,0.88,0.0,16,0.98,0.98,0.98,0.98,0.0,16,0.92,0.92,0.92,0.92,0.0,red,orange,green,green,455.0,324.0,68.0,126.0
bklyner,16,0.43,0.43,0.33,0.63,0.07924645102463578,16,0.93,0.93,0.93,0.93,0.0,16,0.98,0.98,0.98,0.98,0.0,16,1.0,1.0,1.0,1.0,0.0,red,green,green,green,444.0,189.0,68.0,1.0
bloombergjapan,24,0.13,0.13541666666666666,0.1,0.19,0.027023205272291552,24,0.98,0.98,0.98,0.98,0.0,24,0.98,0.98375,0.98,0.99,0.004945353550468438,24,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.009654378048872e-17,red,green,green,orange,994.0,27.0,68.0,298.0
bonappetit,16,0.17,0.18625,0.16,0.34,0.046025355330875324,16,0.92,0.9231250000000001,0.92,0.93,0.004787135538781708,16,0.92,0.941875,0.92,0.99,0.0335099487714718,16,0.8300000000000001,0.81,0.67,0.8300000000000001,0.054650404085117864,red,green,green,orange,886.0,220.0,233.0,298.0
bosbizjournal,16,0.23,0.224375,0.2,0.24,0.015478479684172252,16,0.96,0.92875,0.81,1.0,0.06407027391856536,16,0.89,0.87,0.81,0.89,0.0357770876399966,16,0.67,0.6587500000000001,0.58,0.67,0.030740852297878825,red,green,orange,orange,730.0,89.0,649.0,979.0
