text,url,earliest_date,is_story,domain
"STUDY: Loneliness Raises Risk Of Fatal Heart Attack, Stroke By 30%...",https://www.studyfinds.org/social-isolation-loneliness-heart-attack-stroke/,2022-08-07,True,studyfinds.org
'Miracle Molecules' Discovered: Scientists Find Compound That Reverses Aging...,https://www.studyfinds.org/miracle-drug-reverse-aging-process/,2022-08-05,True,studyfinds.org
"STUDY: Nicotine Patches, Gum -- Cure Alcoholism?",https://www.studyfinds.org/nicotine-patches-drinking/,2022-08-05,True,studyfinds.org
STUDY: Cable News Growing Even More Politically Polarized...,https://www.studyfinds.org/cable-news-politics-polarized/,2022-08-04,True,studyfinds.org
Acupuncture -- Prevents Diabetes?,https://www.studyfinds.org/acupuncture-diabetes/,2022-08-03,True,studyfinds.org
Conspiracy Theories Spreading Faster Than Virus...,https://www.studyfinds.org/monkeypox-theories/,2022-08-03,True,studyfinds.org
Lyme Disease Epidemic? Cases Skyrocket 357% In Rural America...,https://www.studyfinds.org/ticks-lyme-disease-rural-america/,2022-08-02,True,studyfinds.org
Digital Danger: Harmful Health Effects From Blue Light Worsen With Age...,https://www.studyfinds.org/blue-light-expsoure-harmful/,2022-08-01,True,studyfinds.org
"Key To Long, Healthy Life -- Brushing Teeth... Gum Disease Linked To Heart Attacks, IBD, Alzheimer's...",https://www.studyfinds.org/gum-disease-health-brushing-teeth-long-life/,2022-07-30,True,studyfinds.org
STUDY: Stress -- Good For You?,https://www.studyfinds.org/stress-benefit-the-brain/,2022-07-30,True,studyfinds.org
"Taking Vitamin D For Bone Health? Wasting Money, Study Concludes...",https://www.studyfinds.org/vitamin-d-supplements-bone-health/,2022-07-30,True,studyfinds.org
'Digital religion' sparking 'spiritual revolution' among millennials...,https://www.studyfinds.org/digital-religion-millennials/,2022-07-27,True,studyfinds.org
STUDY: Chocolate Just As Good For Heart As Blood Pressure Meds...,https://www.studyfinds.org/chocolate-cocoa-high-blood-pressure/,2022-07-27,True,studyfinds.org
SURVEY: 1 In 5 Don't Want To Have Children... More Deciding To Enjoy Kidfree Life...,https://www.studyfinds.org/1-in-5-dont-want-kids/,2022-07-27,True,studyfinds.org
Nervous Nation: Half Believe They're In Danger Every Day... 3 In 4 Young Adults Live In Fear...,https://www.studyfinds.org/fear-for-safety-every-day/,2022-07-26,True,studyfinds.org
Struggle Opening Jars? Weak Handgrip May Signal Serious Health Issue...,https://www.studyfinds.org/weak-handgrip-health-issues/,2022-07-26,True,studyfinds.org
"Hair Loss, Low Libido Added To Growing List Of Long Covid Symptoms...",https://www.studyfinds.org/hair-loss-low-libido-long-covid/,2022-07-25,True,studyfinds.org
Aspirin More Harm Than Good?,https://www.studyfinds.org/aspirin-dangers-health-risks/,2022-07-23,True,studyfinds.org
One-Time HIV Treatment On Horizon After Gene-Editing Breakthrough...,https://www.studyfinds.org/one-time-hiv-treatment/,2022-07-21,True,studyfinds.org
'Holy Grail' Of Blood Tests: Diagnose Cancer Years Before Symptoms...,https://www.studyfinds.org/blood-test-cancer-rna-dark-matter/,2022-07-20,True,studyfinds.org
Vitamin B6 -- Cures Depression?,https://www.studyfinds.org/vitamin-b6-anxiety-depression/,2022-07-19,True,studyfinds.org
"OUT OF SHAPE: Half Americans Can't Touch Toes Without Straining... Average Person Takes Just 3,800 Steps Per Day...",https://www.studyfinds.org/americans-out-of-shape-cant-touch-toes/,2022-07-18,True,studyfinds.org
Spread Through Saliva?,https://www.studyfinds.org/monkeypox-virus-saliva-semen/,2022-07-18,True,studyfinds.org
Hold Key To Curing Cancer?,https://www.studyfinds.org/elephants-genes-prevent-cancer/,2022-07-16,True,studyfinds.org
STUDY: Apple A Day Keeps Depression Away...,https://www.studyfinds.org/more-fruit-depression-well-being/,2022-07-15,True,studyfinds.org
Corona Survives On Frozen Meat For Weeks...,https://www.studyfinds.org/covid-19-meat-in-freezer-weeks/,2022-07-13,True,studyfinds.org
"Long COVID Patients Going Broke, Traveling Overseas For 'Blood Washing' Treatment...",https://www.studyfinds.org/long-covid-blood-washing/,2022-07-13,True,studyfinds.org
"Power Of Belief: Spirituality Linked To 'Healthier Life, Greater Longevity'...",https://www.studyfinds.org/spirituality-healthier-life-longevity/,2022-07-13,True,studyfinds.org
STUDY: Exercise CAN NOT Compensate For Poor Diet...,https://www.studyfinds.org/exercise-compensate-poor-diet/,2022-07-12,True,studyfinds.org
STUDY: Reaching Out To Old Friends More Appreciated Than Most Believe...,https://www.studyfinds.org/friends-appreciate-reach-out/,2022-07-11,True,studyfinds.org
Darwin's Theory Upended? Natural Selection Making Society More Unequal...,https://www.studyfinds.org/charles-darwin-natural-selection-society-unequal/,2022-07-10,True,studyfinds.org
Darwin's Theory Upended? Natural Selection Making Society More Unequal...,https://www.studyfinds.org/natural-selection-society-unequal/,2022-07-09,True,studyfinds.org
STUDY: Pet Owners Happier...,https://www.studyfinds.org/owning-a-pet-happier/,2022-07-08,True,studyfinds.org
STUDY: Neighborhoods With More Dogs Have Less Crime...,https://www.studyfinds.org/more-dogs-less-crime/,2022-07-06,True,studyfinds.org
Working Out Only Weekends Boosts Health Just As Much As Exercising Daily?,https://www.studyfinds.org/weekend-warrior-boosts-health/,2022-07-06,True,studyfinds.org
FITNESS CRISIS: Just 7% Have Good Cardio Health...,https://www.studyfinds.org/us-adults-cardiometabolic-health/,2022-07-05,True,studyfinds.org
SURVEY: 2 In 3 Young Adults Have No Idea Who USA Declared Independence From...,https://www.studyfinds.org/americans-cant-spell-independence/,2022-07-04,True,studyfinds.org
Docs Test First-Ever Medical Treatment For 'Broken Heart Syndrome'...,https://www.studyfinds.org/first-treatment-broken-heart/,2022-07-01,True,studyfinds.org
She posted an ad on a dating site. An alleged serial killer answered...,https://www.stuff.co.nz/world/us-canada/300685578/she-posted-an-ad-on-a-dating-site-an-alleged-serial-killer-answered,2022-09-11,True,stuff.co.nz
LABASH: PUSHING CIVIL WAR...,https://mattlabash.substack.com/p/is-trump-pushing-civil-war,2022-09-21,True,substack.com
"SULLIVAN: An Icon, Not An Idol...",https://andrewsullivan.substack.com/p/an-icon-not-an-idol-71f,2022-09-10,True,substack.com
"LABASH: WOKE VS. MAGA... Both Sides Suck, Which Is Worse?",https://mattlabash.substack.com/p/wokeism-vs-semi-fascism,2022-09-05,True,substack.com
LABASH: Chronic Trump Fatigue... When You're Too Exhausted To Be Outraged...,https://mattlabash.substack.com/p/chronic-trump-fatigue,2022-08-18,True,substack.com
GOOGLE Fires Software Engineer Who Says He Talked to Sentient AI...,https://bigtechnology.substack.com/p/google-fires-blake-lemoine-engineer,2022-07-24,True,substack.com
Fauci Annual Pension Payout Exceeds POTUS Salary...,https://openthebooks.substack.com/p/dr-faucis-retirement-pension-414667,2022-07-22,True,substack.com
Cash Gap Favors Dems in Senate Races...,https://davidcatanese.substack.com/p/the-cavernous-cash-gap-in-senate,2022-07-16,True,substack.com
The Permanent Unpopularity...,https://davidcatanese.substack.com/p/the-permanent-unpopularity-of-the,2022-07-07,True,substack.com
LABASH: Happy(?),https://mattlabash.substack.com/p/happy-fourth-of-july,2022-07-04,True,substack.com
"LABASH: Mark Meadows, American Judas...",https://mattlabash.substack.com/p/american-judas,2022-07-02,True,substack.com
ANDREW SULLIVAN,https://andrewsullivan.substack.com/,2022-07-01,False,substack.com
GLENN GREENWALD,https://greenwald.substack.com/,2022-07-01,False,substack.com
MATT LABASH,https://mattlabash.substack.com/archive?utm_source=menu-dropdown,2022-07-01,False,substack.com
MATT TAIBBI,https://taibbi.substack.com/,2022-07-01,False,substack.com
SNOWDEN,https://edwardsnowden.substack.com/lifting-the-mask,2022-07-01,False,substack.com
Parkland defense has convinced some that school shooter deserves mercy...,https://www.sun-sentinel.com/local/broward/parkland/florida-school-shooting/fl-ne-parkland-cruz-trial-defense-inroads-20220917-tityiofinzg2rdkhrrhboeqnmy-story.html,2022-09-17,True,sun-sentinel.com
"School shooter was damaged even BEFORE birth, defense attorney argues...",https://www.sun-sentinel.com/local/broward/parkland/florida-school-shooting/fl-ne-parkland-cruz-trial-defense-case-begins-20220822-aaq53gpix5c75hwjxkvpcafhc4-story.html,2022-08-23,True,sun-sentinel.com
Off-duty Chicago cop shot moments after helping alleged gunman...,https://chicago.suntimes.com/crime/2022/7/12/23205034/3-charged-shooting-wounded-off-duty-chicago-police-officer-far-south-side,2022-07-14,True,suntimes.com
"JULY 4TH RAMPAGE: 6 dead, 24 hospitalized at IL parade shooting...",https://chicago.suntimes.com/2022/7/4/23194354/highland-park-fourth-july-parade-gunfire,2022-07-04,True,suntimes.com
CHICAGO SUN-TIMES,http://www.suntimes.com/,2022-07-01,False,suntimes.com
How Weed Became the New OxyContin...,https://www.tabletmag.com/sections/news/articles/how-weed-became-new-oxycontin-marijuana-psychosis-addiction,2022-09-02,True,tabletmag.com
DRAMA: Brady Takes Extended Break From BUCS Practices...,https://www.tampabay.com/sports/bucs/2022/08/11/tom-brady-excused-from-practice-again-todd-bowles-will-address-the-matter/,2022-08-11,True,tampabay.com
Florida teachers alarmed by religion in new civics training...,https://www.tampabay.com/news/florida-politics/2022/06/28/some-teachers-alarmed-by-florida-civics-training-approach-on-religion-slavery/,2022-07-01,True,tampabay.com
GOOGLE Maps label clinics that provide services...,https://techcrunch.com/2022/08/25/google-search-and-maps-will-now-clearly-label-if-a-healthcare-facility-provides-abortions/,2022-08-26,True,techcrunch.com
Huge data leak of 1 billion records exposes Beijing's vast surveillance state...,https://techcrunch.com/2022/07/07/china-leak-police-database/,2022-07-09,True,techcrunch.com
TWITTER sues Indian govt over content removal...,https://techcrunch.com/2022/07/05/twitter-sues-india-government/,2022-07-06,True,techcrunch.com
PINOCCHIO review: Hanks should be embarrassed by wooden mess...,https://www.telegraph.co.uk/films/0/pinocchio-disney-review-tom-hanks-should-embarrassed-wooden/,2022-09-09,True,telegraph.co.uk
Why we should all be worried about vulture apocalypse... Plummeting numbers spell serious trouble for humans...,https://www.telegraph.co.uk/global-health/science-and-disease/why-should-worried-vulture-apocalypse/,2022-07-18,True,telegraph.co.uk
[UK] TELEGRAPH,http://www.telegraph.co.uk/,2022-07-01,False,telegraph.co.uk
Hispanics pass whites to become largest group in Texas...,https://www.texastribune.org/2022/09/15/texas-demographics-census-2021/,2022-09-15,True,texastribune.org
Vlad gamble leads to risk of escalation...,https://texttospeech.uk/putins-gamble-leads-to-chaos-and-risk-of-escalation/,2022-09-28,True,texttospeech.uk
"Mysterious signal from space flashes Earth 2,000 times...",https://www.the-sun.com/tech/6319231/mysterious-radio-signal-deep-space-earth/,2022-09-28,True,the-sun.com
"Siri and Alexa making kids rude, antisocial; Scientists fear impact on compassion...",https://www.the-sun.com/health/6317005/siri-amazon-alexa-kids-rude/,2022-09-28,True,the-sun.com
VIDEO: Shark thrashing in surge waters...,https://www.the-sun.com/news/6323974/shark-found-in-surge-waters-hurricane-ian/,2022-09-28,True,the-sun.com
"Self-driving Volkswagen allows you to work, eat and sleep...",https://www.the-sun.com/motors/6303145/fully-self-driving-volkswagen-sleep/,2022-09-26,True,the-sun.com
Vlads tests 'Chernobyl missile' with unlimited range...,https://www.the-sun.com/news/6286868/putin-flying-chernobyl-super-weapon-nuclear-missile-test/,2022-09-23,True,the-sun.com
Conscripts 'dragged from beds in dead of night'...,https://www.the-sun.com/news/6277405/russians-escape-putins-call-fight-ukraine/,2022-09-22,True,the-sun.com
Another Vlad ally falls to death...,https://www.the-sun.com/news/6269942/former-putin-ally-dies-falling-down-stairs-russia-ukraine/,2022-09-21,True,the-sun.com
"MOBILIZES ANOTHER 300,000 TROOPS...",https://www.the-sun.com/news/6267697/putin-addresses-russia-ukraine-invasion/,2022-09-21,True,the-sun.com
NASA releases clearest ever image of Neptune rings...,https://www.the-sun.com/tech/6270665/nasa-neptune-clear-image-james-webb-space-telescope/,2022-09-21,True,the-sun.com
Flesh-melting THERMITE RAIN bombs blitz Ukraine town...,https://www.the-sun.com/news/6263556/footage-thermite-bombs-blitz-ukarien-ozerne/,2022-09-20,True,the-sun.com
Warning over Super AI that is 'impossible to control'...,https://www.the-sun.com/tech/6260735/warning-issued-super-ai-impossible-control-destroy-humanity/,2022-09-20,True,the-sun.com
Eating after 9pm could increase cancer risk...,https://www.the-sun.com/health/6252868/eating-certain-time-increase-cancer/,2022-09-19,True,the-sun.com
Entire school building disinfected after outbreak in Boston...,https://www.the-sun.com/health/6254116/new-monkeypox-case-confirmed-boston-public-school/,2022-09-19,True,the-sun.com
Surfing champion drowns after suffering a seizure in water...,https://www.the-sun.com/sport/6254861/kalani-david-dead-costa-rica-seizure/,2022-09-19,True,the-sun.com
River turns blood red...,https://www.the-sun.com/news/6238086/ukraine-river-turns-red-after-russian-missile-strike/,2022-09-17,True,the-sun.com
Russia stages war games near US coast...,https://www.the-sun.com/news/6236738/putin-stages-massive-games-us-coast/,2022-09-17,True,the-sun.com
Two MORE officials assassinated...,https://www.the-sun.com/news/6237443/putin-election-chief-prosecutor-assassinated-explosions/,2022-09-16,True,the-sun.com
Grocery stores implementing Fast Scan robotechnology... AI filling in for worker shortage...,https://www.the-sun.com/news/6227757/heb-fast-scan-technology-scans-basket-how-pay/,2022-09-15,True,the-sun.com
Tries to drown civilians by flooding Zelensky hometown...,https://www.the-sun.com/news/6226371/russia-attack-dam-ukraine-flooding-kryvyi-rih/,2022-09-15,True,the-sun.com
$2.1M PAGANI hypercar has 'rocket-booster' exhausts...,https://www.the-sun.com/motors/6214343/pagani-hypercar-rocket-booster-exhausts/,2022-09-14,True,the-sun.com
'MORALE IN TOILET'...,https://www.the-sun.com/news/6211083/russian-troops-surrendering-ukraine-helicopter-blasts-targets/,2022-09-13,True,the-sun.com
Musk says TWITTER 'suppressing' his tweets...,https://www.the-sun.com/tech/6213678/elon-musk-twitter-tweets-44billion-takeover-approved/,2022-09-13,True,the-sun.com
Three times artificial intelligence has raised alarms...,https://www.the-sun.com/tech/6210098/three-times-artificial-intelligence-has-scared-scientists/,2022-09-13,True,the-sun.com
AI creator warns of apocalyptic artificial intelligence that will replace need for humans...,https://www.the-sun.com/tech/6202562/ai-creator-apocalyptic-artificial-intelligence-replace-humans/,2022-09-12,True,the-sun.com
Another Putin crony dies after 'falling from boat'...,https://www.the-sun.com/news/6203860/putin-crony-falling-boat-seventh-suspicious-death/,2022-09-12,True,the-sun.com
Man thrown to ground after yelling at Prince Andrew...,https://www.the-sun.com/news/6202669/moment-yob-andrew-abuse-queens-coffin-procession/,2022-09-12,True,the-sun.com
"UBER Eats ditches delivery drivers, rolls out self-driving cars...",https://www.the-sun.com/motors/6201637/uber-eats-self-driving-cars/,2022-09-12,True,the-sun.com
DEATH BRINGS THEM TOGETHER...,https://www.the-sun.com/news/6192673/prince-harry-william-kate-windsor/,2022-09-10,True,the-sun.com
CHARLES III OLDEST MONARCH IN HISTORY,https://www.the-sun.com/news/6181720/king-charles-iii-oldest-british-monarch/,2022-09-09,True,the-sun.com
Plan to 'back up' human race on moon in case earth destroyed...,https://www.the-sun.com/news/6176410/humanity-backup-plan-on-moon/,2022-09-09,True,the-sun.com
Steve Job's daughter says new iPhone 14 is 'same as old version'...,https://www.the-sun.com/tech/6176135/steve-jobs-daughter-slams-new-iphone-14/,2022-09-09,True,the-sun.com
THE QUEEN IS DEAD,https://www.the-sun.com/news/6178587/queen-elizabeth-dead-news/,2022-09-09,True,the-sun.com
War at pivotal moment as Zelensky's military continues to counter Putin...,https://www.the-sun.com/news/5935189/news-ukraine-war-russia-latest-queen-putin/,2022-09-09,True,the-sun.com
TEXTS: Pulled out of deal over World War 3 fears...,https://www.the-sun.com/news/6167984/elon-musk-twiter-deal-world-war-texts/,2022-09-07,True,the-sun.com
Woman gives birth to twins by two different dads! Had sex with both of them on same day...,https://www.the-sun.com/health/6167840/woman-birth-twins-two-fathers-sex-both-same-day/,2022-09-07,True,the-sun.com
AI imagines what 'scariest person on Earth' looks like...,https://www.the-sun.com/tech/6161840/creepy-ai-imagines-scariest-person-on-earth/,2022-09-06,True,the-sun.com
Oil firm taunts West with video showing Europe freezing over in ice age...,https://www.the-sun.com/news/6158351/gazprom-releases-freezing-winter-video-europe-without-gas/,2022-09-06,True,the-sun.com
'Door to door slashing at random'...,https://www.the-sun.com/news/6147673/canada-knife-attackers-killing-ten-on-run/,2022-09-05,True,the-sun.com
"1,200-year-old pub fighting for survival amid cost of living crisis...",https://www.the-sun.com/money/6147852/old-pub-survival-cost-of-living-crisis/,2022-09-05,True,the-sun.com
Saved by misfire...,https://www.the-sun.com/news/6131440/vice-president-cristina-fernandez-de-kirchner-argentina-assasination-attempt/,2022-09-02,True,the-sun.com
USA FIRST MONKEYPOX DEATH...,https://www.the-sun.com/health/6107557/texas-man-monkeypox-various-illnesses-dead/,2022-08-30,True,the-sun.com
Ukraine breaks through Russia defense; Spectacular fightback...,https://www.the-sun.com/news/6104620/ukraine-breaks-through-russias-defence/,2022-08-30,True,the-sun.com
Deep breath makes you MORE stressed?,https://www.the-sun.com/health/6099760/taking-deep-breath-more-stressed-what-do-instead/,2022-08-29,True,the-sun.com
Harry lost his dad over dramatic feud...,https://www.the-sun.com/lifestyle/6099959/prince-harry-swipe-royal-family-meghan/,2022-08-29,True,the-sun.com
STUDY: Heart failure risk rises 10% for every inch you can pinch...,https://www.the-sun.com/health/6097625/waistline-size-risk-heart-failure/,2022-08-29,True,the-sun.com
"Putin's chiefs are being blown up, poisoned and shot...",https://www.the-sun.com/news/6094991/putins-chiefs-assassinations-net-closes-in-on-russia/,2022-08-28,True,the-sun.com
SeaWorld trainer screams as she is dragged down by two orcas...,https://www.the-sun.com/news/6095480/seaworld-trainer-screamed-orca-help-me/,2022-08-28,True,the-sun.com
Radiation leak fears...,https://www.the-sun.com/news/6090810/radiation-leak-fears-ukraine-nuclear-power-plant/,2022-08-27,True,the-sun.com
NEXT: Tomato flu...,https://www.the-sun.com/health/6085346/fears-grow-tomato-flu-outbreak-health-officials-warning/,2022-08-26,True,the-sun.com
Fire at WALMART sends customers running; Smoke seen for miles...,https://www.the-sun.com/news/6073030/peachtree-city-walmart-fire-georgia-sends-customers-running/,2022-08-25,True,the-sun.com
NUKE PLANT MELTDOWN RISK,https://www.the-sun.com/news/6076416/ukraine-nuclear-power-plant-shut-down-russia/,2022-08-25,True,the-sun.com
Nightclub bans staring without getting 'verbal consent'...,https://www.the-sun.com/news/6072174/nightclub-bans-staring-without-getting-verbal-consent/,2022-08-25,True,the-sun.com
6 MONTHS OF WAR: Flesh-melting 'thermite bombs' rain down on Ukrainian town...,https://www.the-sun.com/news/6064892/thermite-bombs-rain-down-on-ukrainian-town/,2022-08-24,True,the-sun.com
Finland PM in tears as she admits 'I'm also human'... Leaked partying videos...,https://www.the-sun.com/news/6068434/finland-pm-sanna-marin-party-tears/,2022-08-24,True,the-sun.com
Future criminals could be monitored by chips in brains...,https://www.the-sun.com/tech/6063322/future-criminals-could-be-monitored-by-brain-chip/,2022-08-24,True,the-sun.com
Monkeypox starts to evade vaccines...,https://www.the-sun.com/health/6059444/warning-health-chiefs-monkeypox-cases-evading-jabs/,2022-08-23,True,the-sun.com
Paul Pelosi pleads GUILTY to DUI charge...,https://www.the-sun.com/news/6059476/nancy-pelosis-husband-paul-court-dui-charges/,2022-08-23,True,the-sun.com
Russia threatens West; Vows to prepare bomb shelters...,https://www.the-sun.com/news/us-news/6060220/russia-threatens-west-nuclear-war-bomb-shelters-dugina/,2022-08-23,True,the-sun.com
"Sex twice a week can help battle infections, other conditions...",https://www.the-sun.com/health/6059013/sex-number-times-each-week-keep-healthy/,2022-08-23,True,the-sun.com
META ZUCK DOES META PARIS...,https://www.the-sun.com/tech/6051625/mark-zuckerberg-reacts-to-backlash-metaverse-selfie/,2022-08-22,True,the-sun.com
Putin circle on high alert after guru daughter blown up...,https://www.the-sun.com/news/6048022/putins-inner-circle-fear-coup-rogue-agents-resistance-fighters/,2022-08-22,True,the-sun.com
Tourists call cops over 'dead body' on beach -- turns out to be sex doll...,https://www.the-sun.com/news/6052167/tourists-spot-dead-body-luxury-sex-doll/,2022-08-22,True,the-sun.com
Ukrainian kids play on captured tanks...,https://www.the-sun.com/news/6047940/ukrainian-kids-tanks-russian-putin/,2022-08-22,True,the-sun.com
Vlad behind bombing?,https://www.the-sun.com/news/6049973/vladimir-putin-alexander-dugin-car-bombing-assassination-russia-ukraine/,2022-08-22,True,the-sun.com
NOT FUNNY: Ricky Gervais increases security after Rushdie stabbing...,https://www.the-sun.com/entertainment/6043292/ricky-gervais-security-salman-rushdie/,2022-08-21,True,the-sun.com
EDGE OF DISASTER,https://www.the-sun.com/news/6040535/russia-military-equipment-nuke-power-plant/,2022-08-20,True,the-sun.com
Virus can linger on surfaces...,https://www.the-sun.com/health/6040199/monkeypox-virus-can-linger-on-surfaces/,2022-08-20,True,the-sun.com
WORST-CASE SCENARIO,https://www.the-sun.com/tech/6017928/worst-case-scenario-nuclear-reactor-meltdown/,2022-08-20,True,the-sun.com
AI predicts life in metaverse... Sickly-looking humans with headsets inserted into skulls...,https://www.the-sun.com/tech/6029625/creepy-ai-metaverse-future-humans-vr-prediction/,2022-08-19,True,the-sun.com
FALLOUT MAP,https://www.the-sun.com/news/6032802/ukraine-nuclear-disaster-zaporizhzhia-russia-war-fallout/,2022-08-19,True,the-sun.com
Distressing side effects can strike YEARS later?,https://www.the-sun.com/health/6022957/warning-covid-side-effect-two-years-later/,2022-08-18,True,the-sun.com
Patient catches after DANCING in crowd...,https://www.the-sun.com/health/6025107/man-catches-monkeypox-dancin-crowd-outdoor-event/,2022-08-18,True,the-sun.com
Struggle to contain spread of monkeypox amid vaccine shortages...,https://www.the-sun.com/health/6028050/fears-struggle-contain-spread-monkeypox-vaccine-shortages/,2022-08-18,True,the-sun.com
Troops mutiny in humiliating video...,https://www.the-sun.com/news/6025935/putin-pulls-back-jets-helicopters-crimea/,2022-08-18,True,the-sun.com
SHOCK: Monkeypox rotting man's nose!,https://www.the-sun.com/health/6019529/graphic-photos-reveal-how-monkeypox-left-mans-nose-rotting/,2022-08-17,True,the-sun.com
SHOPPING: Musk says 'I'm buying MANCHESTER UNITED'...,https://www.the-sun.com/sport/soccer/6015579/elon-musk-manchester-united/,2022-08-17,True,the-sun.com
TIKTOK trend sees young men getting vasectomies on camera...,https://www.the-sun.com/news/6019884/inside-bizarre-tiktok-trend-young-men-vasectomies/,2022-08-17,True,the-sun.com
Porn star reveals timeline of monkeypox symptoms...,https://www.the-sun.com/health/6011050/photo-timeline-monkeypox-patients-symptoms-by-day/,2022-08-16,True,the-sun.com
Scorned woman takes out full page newspaper ad to shame 'filthy cheater' husband...,https://www.the-sun.com/news/us-news/5996383/steve-cheat-husband-newspaper-advert-australia/,2022-08-15,True,the-sun.com
ON VENTILATOR; MAY LOSE EYE...,https://www.the-sun.com/news/5986748/novelist-salman-rushdie-chautauqua-stabbed/,2022-08-13,True,the-sun.com
Revenge for killing Soleimani?,https://www.the-sun.com/news/5992705/iranian-mp-salman-rushdies-stabbing-direct-work/,2022-08-13,True,the-sun.com
$3 million bounty on head...,https://www.the-sun.com/news/5987282/salman-rushdie-death-threats-before-stabbing-at-chautauqua/,2022-08-12,True,the-sun.com
Blood splatters on wall...,https://www.the-sun.com/news/5986969/salman-rushdie-updates-author-stabbed/,2022-08-12,True,the-sun.com
Putin invasion 'unlikely to succeed' after significant losses...,https://www.the-sun.com/news/5935189/ukraine-news-russia-war-vladimir-putin-ww3/,2022-08-12,True,the-sun.com
Can virus spread via clothes or groceries?,https://www.the-sun.com/health/5978904/can-monkeypox-virus-spread-on-clothes/,2022-08-11,True,the-sun.com
Lana Del Rey quote on missing teen's sweater a clue? Vanished from party...,https://www.the-sun.com/news/5974690/kiely-rodni-missing-teen-sweater-placer-county/,2022-08-11,True,the-sun.com
Musk teases launch of TWITTER rival as legal battle rages on...,https://www.the-sun.com/tech/5978301/elon-musk-x-com-twitter-social-network-rival/,2022-08-11,True,the-sun.com
Devout Muslims gash selves with swords to mark holy day...,https://www.the-sun.com/news/5964225/ashura-festival-devout-shiite-muslims-blood-wounds/,2022-08-10,True,the-sun.com
Diver swallowed by whale reveals what it's like inside beast...,https://www.the-sun.com/news/5963707/diver-swallowed-whale-reveals-like-inside/,2022-08-10,True,the-sun.com
Beijing sub drone capable of taking out aircraft carriers...,https://www.the-sun.com/news/5960968/china-tests-flying-submarine-drone-aircraft-carrier/,2022-08-09,True,the-sun.com
China sounds alarm after detecting NEW 'Langya' virus; 35 infected...,https://www.the-sun.com/health/5961203/china-sounds-alarm-new-langya-virus/,2022-08-09,True,the-sun.com
Exact time to eat dinner to lose weight?,https://www.the-sun.com/health/5960918/eat-dinner-by-3pm-lose-weight/,2022-08-09,True,the-sun.com
Put down racket after US Open...,https://www.the-sun.com/sport/tennis/5961751/serena-williams-tennis-retirement/,2022-08-09,True,the-sun.com
Could invasion fail?,https://www.the-sun.com/news/5947970/china-two-million-soldiers-taiwan-russia/,2022-08-08,True,the-sun.com
Why sex gives longer life...,https://www.the-sun.com/health/5946547/sex-boosting-immunity-easing-pain/,2022-08-08,True,the-sun.com
"Rap fans put hot peppers in privates, playfight with sex toys...",https://www.the-sun.com/news/5941364/gathering-juggalos-festival-insane-clown-posse-faygo/,2022-08-07,True,the-sun.com
'Sinking American warships'...,https://www.the-sun.com/news/5942632/china-sink-us-aircraft-carriers-hypersonic/,2022-08-06,True,the-sun.com
UPDATE: Heche Hospitalized After Fiery Car Crash In LA...,https://www.the-sun.com/entertainment/5940661/anne-heche-car-crash-ellen-degeneres-accident-hospitalized-fire/,2022-08-06,True,the-sun.com
Expert warns 'Pearl Harbor-style attack'...,https://www.the-sun.com/news/5935484/china-pearl-harbor-attack-taiwan/,2022-08-05,True,the-sun.com
Aircraft carrier group moved towards island...,https://www.the-sun.com/news/5929070/china-taiwan-airspace-aircraft-missiles/,2022-08-04,True,the-sun.com
BAD DOG: Top 5 worst foods that shorten life expectancy...,https://www.the-sun.com/health/3506610/hotdog-shortens-your-lifespan-peanut-butter-jelly/,2022-08-04,True,the-sun.com
Babies created 'WITHOUT sperm or eggs' could be reality...,https://www.the-sun.com/tech/5930200/synthetic-embryo-grown-lab-functional-organs/,2022-08-04,True,the-sun.com
Putin using body double with different ears claims Ukraine...,https://www.the-sun.com/news/5928915/putin-health-latest-body-double-ear-height-russia/,2022-08-04,True,the-sun.com
'Space probe' stalking American satellite...,https://www.the-sun.com/tech/5919748/russian-space-probe-us-satellite-stalking/,2022-08-03,True,the-sun.com
Drills invade waters...,https://www.the-sun.com/news/5917995/chinese-military-drills-invade-taiwan-pelosi-visit/,2022-08-03,True,the-sun.com
The Cartwheel Galaxy with rotating arms...,https://www.the-sun.com/tech/5915617/nasas-james-webb-space-telescope-captures-stunning-image/,2022-08-03,True,the-sun.com
'World faces choice between autocracy and democracy'...,https://www.the-sun.com/news/5903992/nancy-pelosi-lands-in-taiwan-after-china-threats/,2022-08-02,True,the-sun.com
ASSASSINATION FEARS,https://www.the-sun.com/news/5911937/nancy-pelosi-franz-ferdinand-ww3-china-taiwan/,2022-08-02,True,the-sun.com
"Beijing to 'fight to death'... Masses warships, tanks, planes...",https://www.the-sun.com/news/5910625/china-fight-to-death-taiwan-tanks/,2022-08-02,True,the-sun.com
Man shot dead while working out at LA FITNESS...,https://www.the-sun.com/news/5909325/la-fitness-shooting-san-antonio/,2022-08-02,True,the-sun.com
Earth records shortest day ever; Planet 'spinning faster'...,https://www.the-sun.com/tech/5903038/earth-shortest-day-spinning-fast/,2022-08-01,True,the-sun.com
"US monkeypox cases hit 5,189...",https://www.the-sun.com/health/5587281/monkeypox-virus-outbreak-spread-us-cases/,2022-07-31,True,the-sun.com
'Don't say we didn't warn you'...,https://www.the-sun.com/news/5894591/warning-china-sends-before-war-heard/,2022-07-30,True,the-sun.com
